ic calculation: SQRT
pos	Ic
21974.00	1.167e+02
21976.50	1.187e+02
21978.90	1.154e+02
21981.30	1.121e+02
21983.80	1.101e+02
21986.20	1.074e+02
21988.60	1.072e+02
21991.00	1.062e+02
21993.50	1.030e+02
21995.90	9.660e+01
21998.30	9.133e+01
22000.80	8.944e+01
22003.20	8.686e+01
22005.70	8.697e+01
22008.10	9.043e+01
22010.50	9.091e+01
22013.00	8.701e+01
22015.40	8.713e+01
22017.80	9.062e+01
22020.30	8.781e+01
22022.70	8.716e+01
22025.10	8.980e+01
22027.50	9.154e+01
22029.90	9.493e+01
22032.30	9.822e+01
22034.70	1.005e+02
22037.10	1.021e+02
22039.40	1.045e+02
22041.80	1.063e+02
22044.20	1.073e+02
22046.60	1.107e+02
22049.00	1.125e+02
22051.30	1.137e+02
22053.70	1.122e+02
22056.10	1.151e+02
22058.50	1.173e+02
22060.90	1.200e+02
22063.20	1.228e+02
22065.60	1.242e+02
22068.10	1.250e+02
22070.40	1.245e+02
22072.90	1.247e+02
22075.30	1.238e+02
22077.70	1.242e+02
22080.10	1.283e+02
22082.50	1.305e+02
22084.90	1.300e+02
22087.30	1.300e+02
22089.70	1.291e+02
22092.10	1.270e+02
22094.50	1.248e+02
22096.80	1.257e+02
22099.20	1.249e+02
22101.60	1.241e+02
22104.00	1.235e+02
22106.30	1.234e+02
22108.70	1.229e+02
22111.10	1.230e+02
22113.50	1.243e+02
22115.80	1.266e+02
22118.20	1.260e+02
22120.60	1.250e+02
22123.00	1.242e+02
22125.40	1.236e+02
22127.80	1.248e+02
22130.10	1.244e+02
22132.60	1.234e+02
22135.00	1.245e+02
22137.40	1.263e+02
22139.80	1.274e+02
22142.20	1.278e+02
22144.60	1.273e+02
22147.00	1.286e+02
22149.40	1.281e+02
22151.80	1.273e+02
22154.20	1.264e+02
22156.60	1.261e+02
22159.00	1.261e+02
22161.30	1.242e+02
22163.70	1.234e+02
22166.10	1.233e+02
22168.50	1.220e+02
22170.90	1.230e+02
22173.30	1.232e+02
22175.70	1.257e+02
22178.10	1.287e+02
22180.50	1.283e+02
22182.90	1.280e+02
22185.30	1.278e+02
22187.70	1.269e+02
22190.10	1.245e+02
22192.50	1.221e+02
22194.90	1.216e+02
22197.30	1.219e+02
22199.70	1.222e+02
22202.10	1.223e+02
22204.50	1.222e+02
22206.90	1.236e+02
22209.30	1.237e+02
22211.80	1.250e+02
22214.20	1.257e+02
22216.60	1.268e+02
22219.00	1.266e+02
22221.40	1.266e+02
22223.80	1.271e+02
22226.20	1.291e+02
22228.60	1.297e+02
22231.00	1.273e+02
22233.40	1.256e+02
22235.80	1.261e+02
22238.20	1.269e+02
22240.60	1.265e+02
22243.00	1.251e+02
22245.40	1.259e+02
22247.80	1.255e+02
22250.20	1.231e+02
22252.60	1.195e+02
22254.90	1.195e+02
22257.30	1.224e+02
22259.70	1.235e+02
22262.10	1.237e+02
22264.40	1.231e+02
22266.80	1.221e+02
22269.20	1.227e+02
22271.60	1.211e+02
22273.90	1.176e+02
22276.30	1.176e+02
22278.70	1.173e+02
22281.00	1.152e+02
22283.40	1.124e+02
22285.80	1.111e+02
22288.10	1.104e+02
22290.50	1.106e+02
22292.90	1.102e+02
22295.20	1.115e+02
22297.60	1.135e+02
22299.90	1.140e+02
22302.30	1.134e+02
22304.70	1.129e+02
22307.00	1.142e+02
22309.40	1.137e+02
22311.80	1.139e+02
22314.10	1.150e+02
22316.50	1.153e+02
22318.90	1.154e+02
22321.30	1.151e+02
22323.70	1.169e+02
22326.10	1.204e+02
22328.50	1.221e+02
22330.90	1.230e+02
22333.20	1.231e+02
22335.60	1.237e+02
22338.00	1.222e+02
22340.40	1.234e+02
22342.80	1.232e+02
22345.20	1.256e+02
22347.50	1.257e+02
22349.90	1.258e+02
22352.30	1.251e+02
22354.60	1.253e+02
22357.00	1.271e+02
22359.40	1.273e+02
22361.80	1.266e+02
22364.10	1.262e+02
22366.50	1.249e+02
22368.90	1.239e+02
22371.20	1.237e+02
22373.60	1.231e+02
22376.00	1.229e+02
22378.40	1.196e+02
22380.70	1.216e+02
22383.10	1.211e+02
22385.50	1.206e+02
22387.90	1.215e+02
22390.20	1.210e+02
22392.60	1.209e+02
22395.00	1.231e+02
22397.40	1.216e+02
22399.80	1.213e+02
22402.10	1.218e+02
22404.50	1.232e+02
22406.90	1.244e+02
22409.20	1.246e+02
22411.60	1.246e+02
22414.00	1.251e+02
22416.30	1.258e+02
22418.70	1.269e+02
22421.00	1.263e+02
22423.40	1.259e+02
22425.70	1.250e+02
22428.10	1.239e+02
22430.50	1.205e+02
22432.80	1.175e+02
22435.10	1.164e+02
22437.50	1.181e+02
22439.80	1.195e+02
22442.10	1.244e+02
22444.50	1.265e+02
22446.80	1.268e+02
22449.10	1.267e+02
22451.40	1.280e+02
22453.70	1.283e+02
22456.10	1.270e+02
22458.40	1.242e+02
22460.70	1.244e+02
22463.00	1.244e+02
22465.30	1.229e+02
22467.60	1.207e+02
22469.90	1.161e+02
22472.30	1.164e+02
22474.60	1.154e+02
22476.90	1.138e+02
22479.30	1.146e+02
22481.60	1.154e+02
22483.90	1.147e+02
22486.30	1.128e+02
22488.60	1.084e+02
22490.90	1.069e+02
22493.20	1.082e+02
22495.60	1.077e+02
22497.90	1.070e+02
22500.20	1.032e+02
22502.50	1.028e+02
22504.90	1.014e+02
22507.20	1.048e+02
22509.50	1.061e+02
22511.80	1.091e+02
22514.10	1.096e+02
22516.40	1.162e+02
22518.70	1.206e+02
22521.10	1.234e+02
22523.40	1.258e+02
22525.70	1.276e+02
22528.10	1.267e+02
22530.40	1.281e+02
22532.80	1.290e+02
22535.10	1.319e+02
22537.40	1.317e+02
22539.70	1.304e+02
22542.00	1.301e+02
22544.40	1.308e+02
22546.70	1.303e+02
22549.00	1.309e+02
22551.30	1.317e+02
22553.60	1.335e+02
22555.90	1.334e+02
22558.20	1.323e+02
22560.50	1.319e+02
22562.90	1.326e+02
22565.20	1.310e+02
22567.50	1.321e+02
22569.90	1.294e+02
22572.20	1.284e+02
22574.50	1.291e+02
22576.90	1.292e+02
22579.30	1.285e+02
22581.60	1.275e+02
22584.00	1.291e+02
22586.30	1.269e+02
22588.70	1.239e+02
22591.00	1.218e+02
22593.40	1.234e+02
22595.70	1.262e+02
22598.00	1.296e+02
22600.40	1.314e+02
22602.70	1.318e+02
22605.00	1.318e+02
22607.30	1.302e+02
22609.60	1.293e+02
22612.00	1.297e+02
22614.30	1.293e+02
22616.60	1.281e+02
22619.00	1.267e+02
22621.30	1.243e+02
22623.60	1.221e+02
22626.00	1.213e+02
22628.40	1.175e+02
22630.70	1.151e+02
22633.10	1.141e+02
22635.40	1.157e+02
22637.80	1.187e+02
22640.10	1.200e+02
22642.50	1.202e+02
22644.90	1.182e+02
22647.20	1.188e+02
22649.60	1.200e+02
22651.90	1.204e+02
22654.20	1.225e+02
22656.50	1.244e+02
22658.90	1.249e+02
22661.20	1.275e+02
22663.50	1.301e+02
22665.80	1.321e+02
22668.10	1.313e+02
22670.40	1.311e+02
22672.60	1.318e+02
22674.90	1.329e+02
22677.20	1.342e+02
22679.50	1.338e+02
22681.80	1.311e+02
22684.10	1.294e+02
22686.40	1.267e+02
22688.70	1.237e+02
22691.00	1.221e+02
22693.40	1.201e+02
22695.70	1.189e+02
22698.00	1.168e+02
22700.30	1.144e+02
22702.60	1.155e+02
22705.00	1.181e+02
22707.30	1.193e+02
22709.60	1.203e+02
22711.90	1.214e+02
22714.20	1.195e+02
22716.50	1.172e+02
22718.80	1.146e+02
22721.10	1.135e+02
22723.40	1.166e+02
22725.70	1.181e+02
22727.90	1.194e+02
22730.30	1.187e+02
22732.60	1.194e+02
22734.90	1.226e+02
22737.20	1.237e+02
22739.50	1.233e+02
22741.80	1.231e+02
22744.10	1.236e+02
22746.50	1.239e+02
22748.80	1.218e+02
22751.10	1.196e+02
22753.40	1.199e+02
22755.80	1.170e+02
22758.10	1.172e+02
22760.40	1.183e+02
22762.70	1.202e+02
22765.00	1.210e+02
22767.30	1.212e+02
22769.60	1.216e+02
22771.90	1.226e+02
22774.20	1.254e+02
22776.60	1.284e+02
22778.80	1.299e+02
22781.20	1.312e+02
22783.50	1.315e+02
22785.70	1.300e+02
22788.10	1.287e+02
22790.30	1.282e+02
22792.70	1.291e+02
22794.90	1.283e+02
22797.20	1.279e+02
22799.60	1.276e+02
22801.90	1.259e+02
22804.20	1.259e+02
22806.50	1.253e+02
22808.80	1.240e+02
22811.10	1.243e+02
22813.40	1.243e+02
22815.70	1.264e+02
22818.00	1.274e+02
22820.30	1.279e+02
22822.60	1.275e+02
22824.90	1.267e+02
22827.20	1.258e+02
22829.50	1.270e+02
22831.80	1.270e+02
22834.10	1.259e+02
22836.40	1.253e+02
22838.70	1.248e+02
22840.90	1.249e+02
22843.20	1.254e+02
22845.50	1.260e+02
22847.70	1.275e+02
22850.00	1.310e+02
22852.30	1.346e+02
22854.50	1.343e+02
22856.80	1.323e+02
22859.00	1.296e+02
22861.30	1.282e+02
22863.50	1.290e+02
22865.80	1.290e+02
22868.10	1.299e+02
22870.30	1.283e+02
22872.60	1.250e+02
22874.80	1.230e+02
22877.10	1.228e+02
22879.40	1.234e+02
22881.60	1.235e+02
22883.90	1.243e+02
22886.10	1.259e+02
22888.40	1.278e+02
22890.70	1.291e+02
22892.90	1.291e+02
22895.20	1.273e+02
22897.50	1.254e+02
22899.70	1.236e+02
22902.00	1.232e+02
22904.20	1.206e+02
22906.50	1.175e+02
22908.80	1.151e+02
22911.00	1.116e+02
22913.30	1.071e+02
22915.50	1.046e+02
22917.80	1.059e+02
22920.00	1.082e+02
22922.30	1.113e+02
22924.50	1.148e+02
22926.80	1.144e+02
22929.00	1.140e+02
22931.30	1.139e+02
22933.50	1.115e+02
22935.80	1.089e+02
22938.00	1.067e+02
22940.30	1.063e+02
22942.60	1.057e+02
22944.80	1.089e+02
22947.10	1.087e+02
22949.30	1.063e+02
22951.60	1.062e+02
22953.80	1.078e+02
22956.10	1.126e+02
22958.40	1.163e+02
22960.60	1.187e+02
22962.90	1.190e+02
22965.10	1.191e+02
22967.40	1.200e+02
22969.70	1.221e+02
22971.90	1.225e+02
22974.20	1.235e+02
22976.40	1.240e+02
22978.70	1.223e+02
22980.90	1.194e+02
22983.20	1.173e+02
22985.50	1.170e+02
22987.70	1.165e+02
22990.00	1.183e+02
22992.30	1.208e+02
22994.50	1.211e+02
22996.80	1.223e+02
22999.10	1.231e+02
23001.40	1.220e+02
23003.70	1.214e+02
23005.90	1.198e+02
23008.20	1.159e+02
23010.50	1.154e+02
23012.70	1.163e+02
23015.00	1.150e+02
23017.30	1.126e+02
23019.50	1.102e+02
23021.80	1.115e+02
23024.10	1.143e+02
23026.30	1.147e+02
23028.60	1.167e+02
23030.90	1.195e+02
23033.10	1.217e+02
23035.40	1.229e+02
23037.70	1.253e+02
23039.90	1.277e+02
23042.20	1.295e+02
23044.50	1.294e+02
23046.80	1.285e+02
23049.00	1.286e+02
23051.30	1.286e+02
23053.60	1.271e+02
23055.90	1.245e+02
23058.20	1.246e+02
23060.50	1.242e+02
23062.80	1.240e+02
23065.00	1.248e+02
23067.30	1.256e+02
23069.60	1.260e+02
23071.80	1.257e+02
23074.10	1.258e+02
23076.30	1.254e+02
23078.60	1.241e+02
23080.80	1.254e+02
23083.00	1.266e+02
23085.30	1.270e+02
23087.50	1.263e+02
23089.70	1.241e+02
23091.90	1.202e+02
23094.10	1.186e+02
23096.40	1.167e+02
23098.60	1.140e+02
23100.80	1.124e+02
23103.00	1.133e+02
23105.30	1.115e+02
23107.50	1.118e+02
23109.70	1.121e+02
23112.00	1.127e+02
23114.20	1.141e+02
23116.50	1.149e+02
23118.70	1.152e+02
23121.00	1.152e+02
23123.20	1.125e+02
23125.40	1.112e+02
23127.70	1.111e+02
23129.90	1.126e+02
23132.10	1.141e+02
23134.40	1.156e+02
23136.60	1.176e+02
23138.80	1.192e+02
23141.10	1.199e+02
23143.30	1.199e+02
23145.60	1.200e+02
23147.80	1.196e+02
23150.00	1.172e+02
23152.30	1.144e+02
23154.50	1.133e+02
23156.80	1.132e+02
23159.00	1.141e+02
23161.30	1.150e+02
23163.50	1.134e+02
23165.70	1.111e+02
23168.00	1.075e+02
23170.20	1.066e+02
23172.50	1.075e+02
23174.70	1.085e+02
23176.90	1.099e+02
23179.20	1.103e+02
23181.40	1.117e+02
23183.70	1.128e+02
23185.90	1.130e+02
23188.10	1.142e+02
23190.40	1.169e+02
23192.60	1.179e+02
23194.90	1.183e+02
23197.10	1.157e+02
23199.30	1.145e+02
23201.60	1.138e+02
23203.80	1.133e+02
23206.00	1.138e+02
23208.30	1.140e+02
23210.50	1.156e+02
23212.70	1.178e+02
23215.00	1.199e+02
23217.20	1.211e+02
23219.40	1.187e+02
23221.70	1.179e+02
23223.90	1.185e+02
23226.10	1.222e+02
23228.30	1.259e+02
23230.60	1.276e+02
23232.80	1.261e+02
23235.10	1.235e+02
23237.30	1.218e+02
23239.50	1.206e+02
23241.80	1.168e+02
23244.00	1.144e+02
23246.20	1.147e+02
23248.40	1.147e+02
23250.70	1.140e+02
23252.90	1.139e+02
23255.10	1.141e+02
23257.30	1.154e+02
23259.50	1.160e+02
23261.70	1.169e+02
23263.90	1.187e+02
23266.10	1.205e+02
23268.30	1.227e+02
23270.40	1.224e+02
23272.60	1.216e+02
23274.80	1.205e+02
23277.00	1.188e+02
23279.20	1.175e+02
23281.40	1.149e+02
23283.60	1.102e+02
23285.70	1.077e+02
23287.90	1.091e+02
23290.10	1.080e+02
23292.30	1.088e+02
23294.50	1.132e+02
23296.70	1.161e+02
23298.90	1.167e+02
23301.10	1.173e+02
23303.30	1.186e+02
23305.50	1.198e+02
23307.70	1.188e+02
23309.90	1.157e+02
23312.10	1.139e+02
23314.30	1.125e+02
23316.50	1.114e+02
23318.60	1.091e+02
23320.80	1.070e+02
23323.00	1.085e+02
23325.20	1.095e+02
23327.40	1.083e+02
23329.60	1.079e+02
23331.80	1.075e+02
23333.90	1.082e+02
23336.10	1.076e+02
23338.30	1.090e+02
23340.50	1.107e+02
23342.70	1.118e+02
23344.90	1.120e+02
23347.00	1.115e+02
23349.20	1.106e+02
23351.40	1.102e+02
23353.60	1.103e+02
23355.80	1.110e+02
23358.00	1.081e+02
23360.10	1.062e+02
23362.30	1.090e+02
23364.50	1.125e+02
23366.70	1.152e+02
23368.90	1.145e+02
23371.10	1.138e+02
23373.30	1.143e+02
23375.50	1.142e+02
23377.70	1.127e+02
23379.90	1.112e+02
23382.10	1.082e+02
23384.30	1.074e+02
23386.50	1.082e+02
23388.70	1.094e+02
23390.90	1.123e+02
23393.10	1.116e+02
23395.30	1.101e+02
23397.50	1.084e+02
23399.70	1.069e+02
23401.90	1.048e+02
23404.10	1.053e+02
23406.30	1.072e+02
23408.50	1.087e+02
23410.70	1.080e+02
23412.90	1.090e+02
23415.10	1.063e+02
23417.30	1.049e+02
23419.50	1.030e+02
23421.60	1.008e+02
23423.80	9.944e+01
23426.00	9.949e+01
23428.20	1.034e+02
23430.40	1.034e+02
23432.60	1.013e+02
23434.80	1.004e+02
23437.00	1.015e+02
23439.20	9.876e+01
23441.40	9.788e+01
23443.60	1.032e+02
23445.80	1.049e+02
23448.00	1.061e+02
23450.20	1.041e+02
23452.40	1.036e+02
23454.60	1.052e+02
23456.80	1.069e+02
23459.00	1.060e+02
23461.20	1.065e+02
23463.40	1.102e+02
23465.60	1.126e+02
23467.80	1.110e+02
23470.00	1.075e+02
23472.20	1.061e+02
23474.40	1.039e+02
23476.60	1.069e+02
23478.80	1.096e+02
23481.00	1.106e+02
23483.10	1.100e+02
23485.30	1.093e+02
23487.50	1.082e+02
23489.70	1.090e+02
23491.80	1.099e+02
23494.00	1.108e+02
23496.10	1.099e+02
23498.30	1.102e+02
23500.50	1.101e+02
23502.60	1.101e+02
23504.80	1.117e+02
23507.00	1.129e+02
23509.20	1.153e+02
23511.30	1.172e+02
23513.50	1.191e+02
23515.70	1.210e+02
23517.80	1.219e+02
23520.00	1.219e+02
23522.20	1.236e+02
23524.30	1.238e+02
23526.50	1.225e+02
23528.70	1.201e+02
23530.80	1.200e+02
23533.00	1.204e+02
23535.20	1.192e+02
23537.30	1.191e+02
23539.50	1.194e+02
23541.60	1.215e+02
23543.80	1.198e+02
23546.00	1.205e+02
23548.10	1.210e+02
23550.30	1.193e+02
23552.50	1.208e+02
23554.60	1.232e+02
23556.80	1.237e+02
23559.00	1.226e+02
23561.10	1.201e+02
23563.30	1.177e+02
23565.50	1.152e+02
23567.70	1.134e+02
23569.80	1.116e+02
23572.00	1.093e+02
23574.20	1.095e+02
23576.40	1.098e+02
23578.60	1.102e+02
23580.70	1.101e+02
23582.90	1.100e+02
23585.10	1.116e+02
23587.20	1.132e+02
23589.40	1.146e+02
23591.60	1.161e+02
23593.80	1.162e+02
23595.90	1.155e+02
23598.10	1.140e+02
23600.20	1.110e+02
23602.40	1.096e+02
23604.60	1.090e+02
23606.70	1.078e+02
23608.90	1.066e+02
23611.00	1.058e+02
23613.20	1.078e+02
23615.30	1.090e+02
23617.50	1.099e+02
23619.70	1.070e+02
23621.80	1.046e+02
23624.00	1.046e+02
23626.10	1.038e+02
23628.30	1.031e+02
23630.50	1.033e+02
23632.60	1.038e+02
23634.80	1.030e+02
23637.00	1.019e+02
23639.10	1.002e+02
23641.30	1.042e+02
23643.40	1.065e+02
23645.60	1.098e+02
23647.80	1.094e+02
23649.90	1.097e+02
23652.10	1.118e+02
23654.20	1.144e+02
23656.40	1.149e+02
23658.50	1.151e+02
23660.70	1.147e+02
23662.80	1.165e+02
23665.00	1.165e+02
23667.10	1.154e+02
23669.20	1.127e+02
23671.30	1.093e+02
23673.50	1.081e+02
23675.60	1.084e+02
23677.70	1.091e+02
23679.80	1.097e+02
23681.90	1.078e+02
23684.00	1.094e+02
23686.10	1.120e+02
23688.20	1.145e+02
23690.30	1.150e+02
23692.50	1.159e+02
23694.60	1.173e+02
23696.70	1.184e+02
23698.80	1.191e+02
23700.90	1.203e+02
23703.10	1.217e+02
23705.20	1.220e+02
23707.40	1.220e+02
23709.50	1.213e+02
23711.60	1.218e+02
23713.70	1.216e+02
23715.80	1.183e+02
23718.00	1.158e+02
23720.10	1.165e+02
23722.20	1.201e+02
23724.30	1.230e+02
23726.40	1.254e+02
23728.50	1.271e+02
23730.60	1.277e+02
23732.70	1.273e+02
23734.80	1.275e+02
23736.90	1.266e+02
23739.00	1.251e+02
23741.10	1.224e+02
23743.20	1.200e+02
23745.40	1.175e+02
23747.50	1.148e+02
23749.60	1.117e+02
23751.70	1.086e+02
23753.80	1.066e+02
23756.00	1.039e+02
23758.10	1.014e+02
23760.20	1.023e+02
23762.30	1.037e+02
23764.50	1.060e+02
23766.60	1.118e+02
23768.70	1.153e+02
23770.80	1.181e+02
23772.90	1.190e+02
23775.00	1.176e+02
23777.10	1.179e+02
23779.20	1.159e+02
23781.30	1.120e+02
23783.50	1.118e+02
23785.60	1.125e+02
23787.70	1.121e+02
23789.80	1.118e+02
23791.90	1.124e+02
23794.00	1.145e+02
23796.10	1.135e+02
23798.30	1.137e+02
23800.40	1.172e+02
23802.50	1.190e+02
23804.60	1.200e+02
23806.80	1.221e+02
23808.90	1.245e+02
23811.00	1.264e+02
23813.10	1.268e+02
23815.30	1.259e+02
23817.40	1.234e+02
23819.50	1.204e+02
23821.70	1.192e+02
23823.80	1.165e+02
23825.90	1.153e+02
23828.10	1.142e+02
23830.20	1.116e+02
23832.30	1.097e+02
23834.50	1.074e+02
23836.60	1.072e+02
23838.70	1.064e+02
23840.90	1.095e+02
23843.00	1.141e+02
23845.10	1.155e+02
23847.20	1.162e+02
23849.30	1.172e+02
23851.40	1.163e+02
23853.60	1.174e+02
23855.70	1.157e+02
23857.80	1.150e+02
23859.90	1.147e+02
23862.00	1.135e+02
23864.20	1.124e+02
23866.30	1.132e+02
23868.40	1.133e+02
23870.60	1.147e+02
23872.70	1.157e+02
23874.90	1.149e+02
23877.00	1.128e+02
23879.10	1.109e+02
23881.30	1.126e+02
23883.40	1.130e+02
23885.50	1.116e+02
23887.70	1.110e+02
23889.80	1.113e+02
23891.90	1.117e+02
23894.00	1.139e+02
23896.10	1.119e+02
23898.20	1.074e+02
23900.30	1.071e+02
23902.40	1.100e+02
23904.50	1.141e+02
23906.60	1.174e+02
23908.60	1.197e+02
23910.70	1.213e+02
23912.80	1.215e+02
23914.90	1.235e+02
23917.00	1.237e+02
23919.00	1.230e+02
23921.10	1.232e+02
23923.20	1.233e+02
23925.30	1.221e+02
23927.40	1.214e+02
23929.50	1.211e+02
23931.60	1.217e+02
23933.70	1.209e+02
23935.80	1.192e+02
23937.80	1.168e+02
23939.90	1.181e+02
23942.00	1.191e+02
23944.10	1.204e+02
23946.20	1.207e+02
23948.30	1.202e+02
23950.30	1.205e+02
23952.40	1.204e+02
23954.50	1.197e+02
23956.60	1.163e+02
23958.70	1.129e+02
23960.70	1.101e+02
23962.80	1.050e+02
23964.90	1.003e+02
23967.00	9.913e+01
23969.10	9.812e+01
23971.20	9.697e+01
23973.30	9.323e+01
23975.40	9.052e+01
23977.50	8.896e+01
23979.60	8.867e+01
23981.70	8.908e+01
23983.80	8.853e+01
23985.90	9.014e+01
23988.00	9.137e+01
23990.10	9.199e+01
23992.20	9.387e+01
23994.30	9.538e+01
23996.30	9.674e+01
23998.40	9.788e+01
24000.50	9.814e+01
24002.60	9.661e+01
24004.70	9.853e+01
24006.70	1.008e+02
24008.80	1.009e+02
24010.90	1.024e+02
24013.00	1.024e+02
24015.10	1.001e+02
24017.20	1.032e+02
24019.30	1.080e+02
24021.40	1.109e+02
24023.50	1.104e+02
24025.60	1.101e+02
24027.70	1.111e+02
24029.80	1.140e+02
24031.80	1.143e+02
24033.90	1.129e+02
24036.00	1.122e+02
24038.10	1.117e+02
24040.20	1.116e+02
24042.30	1.100e+02
24044.40	1.087e+02
24046.40	1.093e+02
24048.50	1.096e+02
24050.60	1.103e+02
24052.70	1.113e+02
24054.80	1.114e+02
24056.90	1.059e+02
24058.90	1.037e+02
24061.00	1.038e+02
24063.10	1.020e+02
24065.20	1.016e+02
24067.30	1.033e+02
24069.30	1.044e+02
24071.40	1.046e+02
24073.50	1.040e+02
24075.60	1.035e+02
24077.60	1.056e+02
24079.70	1.094e+02
24081.70	1.126e+02
24083.80	1.122e+02
24085.80	1.123e+02
24087.90	1.102e+02
24089.90	1.127e+02
24092.00	1.146e+02
24094.00	1.149e+02
24096.00	1.130e+02
24098.10	1.136e+02
24100.10	1.165e+02
24102.20	1.183e+02
24104.20	1.206e+02
24106.20	1.226e+02
24108.30	1.226e+02
24110.30	1.226e+02
24112.40	1.236e+02
24114.40	1.246e+02
24116.50	1.236e+02
24118.50	1.221e+02
24120.60	1.208e+02
24122.60	1.202e+02
24124.70	1.199e+02
24126.70	1.205e+02
24128.80	1.216e+02
24130.80	1.236e+02
24132.90	1.257e+02
24134.90	1.278e+02
24137.00	1.287e+02
24139.00	1.296e+02
24141.10	1.310e+02
24143.10	1.307e+02
24145.20	1.304e+02
24147.20	1.296e+02
24149.30	1.285e+02
24151.30	1.269e+02
24153.30	1.272e+02
24155.40	1.274e+02
24157.40	1.257e+02
24159.50	1.243e+02
24161.50	1.255e+02
24163.50	1.269e+02
24165.60	1.289e+02
24167.60	1.313e+02
24169.60	1.320e+02
24171.70	1.315e+02
24173.70	1.318e+02
24175.80	1.305e+02
24177.80	1.300e+02
24179.80	1.284e+02
24181.90	1.272e+02
24183.90	1.255e+02
24185.90	1.221e+02
24188.00	1.209e+02
24190.00	1.209e+02
24192.10	1.215e+02
24194.10	1.215e+02
24196.10	1.210e+02
24198.10	1.219e+02
24200.20	1.215e+02
24202.20	1.203e+02
24204.30	1.198e+02
24206.30	1.198e+02
24208.30	1.208e+02
24210.40	1.221e+02
24212.40	1.227e+02
24214.50	1.234e+02
24216.50	1.240e+02
24218.60	1.246e+02
24220.60	1.245e+02
24222.70	1.244e+02
24224.80	1.256e+02
24226.90	1.250e+02
24228.90	1.253e+02
24231.00	1.253e+02
24233.10	1.249e+02
24235.10	1.249e+02
24237.20	1.251e+02
24239.30	1.248e+02
24241.30	1.252e+02
24243.40	1.253e+02
24245.50	1.242e+02
24247.50	1.249e+02
24249.60	1.245e+02
24251.60	1.229e+02
24253.70	1.218e+02
24255.70	1.216e+02
24257.80	1.205e+02
24259.80	1.184e+02
24261.90	1.163e+02
24263.90	1.131e+02
24266.00	1.126e+02
24268.10	1.138e+02
24270.10	1.123e+02
24272.20	1.102e+02
24274.30	1.097e+02
24276.40	1.092e+02
24278.50	1.099e+02
24280.60	1.132e+02
24282.70	1.140e+02
24284.80	1.157e+02
24286.90	1.150e+02
24289.00	1.148e+02
24291.10	1.152e+02
24293.20	1.142e+02
24295.30	1.131e+02
24297.40	1.134e+02
24299.40	1.137e+02
24301.50	1.142e+02
24303.60	1.139e+02
24305.70	1.144e+02
24307.70	1.148e+02
24309.80	1.140e+02
24311.80	1.131e+02
24313.90	1.110e+02
24315.90	1.116e+02
24318.00	1.110e+02
24320.00	1.104e+02
24322.10	1.115e+02
24324.10	1.148e+02
24326.20	1.163e+02
24328.20	1.161e+02
24330.30	1.186e+02
24332.30	1.200e+02
24334.40	1.200e+02
24336.50	1.187e+02
24338.50	1.189e+02
24340.60	1.219e+02
24342.60	1.234e+02
24344.70	1.253e+02
24346.80	1.263e+02
24348.80	1.259e+02
24350.90	1.264e+02
24353.00	1.251e+02
24355.00	1.229e+02
24357.10	1.202e+02
24359.10	1.208e+02
24361.20	1.218e+02
24363.20	1.213e+02
24365.30	1.213e+02
24367.30	1.211e+02
24369.30	1.205e+02
24371.40	1.189e+02
24373.40	1.191e+02
24375.50	1.195e+02
24377.50	1.184e+02
24379.60	1.160e+02
24381.60	1.141e+02
24383.70	1.135e+02
24385.80	1.153e+02
24387.80	1.184e+02
24389.90	1.196e+02
24392.00	1.225e+02
24394.00	1.254e+02
24396.10	1.263e+02
24398.20	1.269e+02
24400.20	1.260e+02
24402.30	1.269e+02
24404.30	1.281e+02
24406.40	1.275e+02
24408.50	1.270e+02
24410.50	1.266e+02
24412.60	1.274e+02
24414.70	1.264e+02
24416.70	1.216e+02
24418.80	1.216e+02
24420.80	1.227e+02
24422.90	1.242e+02
24425.00	1.255e+02
24427.00	1.265e+02
24429.10	1.277e+02
24431.10	1.271e+02
24433.20	1.273e+02
24435.20	1.287e+02
24437.30	1.292e+02
24439.40	1.281e+02
24441.40	1.279e+02
24443.50	1.259e+02
24445.50	1.237e+02
24447.60	1.223e+02
24449.60	1.222e+02
24451.70	1.221e+02
24453.70	1.206e+02
24455.80	1.192e+02
24457.80	1.212e+02
24459.90	1.228e+02
24461.90	1.243e+02
24464.00	1.271e+02
24466.00	1.289e+02
24468.10	1.290e+02
24470.10	1.278e+02
24472.20	1.271e+02
24474.20	1.264e+02
24476.30	1.251e+02
24478.30	1.215e+02
24480.40	1.193e+02
24482.40	1.202e+02
24484.50	1.227e+02
24486.60	1.251e+02
24488.60	1.262e+02
24490.60	1.260e+02
24492.70	1.245e+02
24494.70	1.202e+02
24496.70	1.145e+02
24498.80	1.116e+02
24500.80	1.099e+02
24502.80	1.111e+02
24504.80	1.126e+02
24506.80	1.133e+02
24508.80	1.136e+02
24510.80	1.141e+02
24512.80	1.152e+02
24514.80	1.184e+02
24516.80	1.194e+02
24518.80	1.188e+02
24520.90	1.168e+02
24522.90	1.163e+02
24524.90	1.158e+02
24526.90	1.142e+02
24529.00	1.142e+02
24531.00	1.154e+02
24533.00	1.124e+02
24535.00	1.082e+02
24537.10	1.081e+02
24539.10	1.090e+02
24541.10	1.076e+02
24543.20	1.088e+02
24545.20	1.076e+02
