ic calculation: SQRT
pos	Ic
6152.90	1.176e+02
6155.00	1.152e+02
6157.20	1.177e+02
6159.30	1.138e+02
6161.50	1.106e+02
6163.60	1.120e+02
6165.80	1.141e+02
6167.90	1.124e+02
6170.10	1.023e+02
6172.20	1.058e+02
6174.40	1.149e+02
6176.50	1.163e+02
6178.70	1.175e+02
6180.80	1.188e+02
6183.00	1.145e+02
6185.20	1.155e+02
6187.30	1.149e+02
6189.50	1.179e+02
6191.70	1.079e+02
6193.90	1.143e+02
6196.10	1.175e+02
6198.30	1.182e+02
6200.50	1.079e+02
6202.70	1.119e+02
6204.90	1.163e+02
6207.10	1.168e+02
6209.30	1.187e+02
6211.50	1.175e+02
6213.70	1.164e+02
6215.90	1.174e+02
6218.10	1.179e+02
6220.30	1.182e+02
6222.50	1.179e+02
6224.70	1.178e+02
6226.90	1.191e+02
6229.10	1.188e+02
6231.40	1.187e+02
6233.60	1.192e+02
6235.80	1.195e+02
6238.00	1.194e+02
6240.20	1.206e+02
6242.50	1.210e+02
6244.70	1.128e+02
6246.80	1.175e+02
6249.10	1.184e+02
6251.30	1.192e+02
6253.50	1.209e+02
6255.60	1.193e+02
6257.90	1.161e+02
6259.90	1.112e+02
6262.20	1.199e+02
6264.30	1.235e+02
6266.40	1.228e+02
6268.60	1.225e+02
6270.70	1.209e+02
6272.90	1.086e+02
6275.00	1.181e+02
6277.10	1.157e+02
6279.30	1.168e+02
6281.50	1.163e+02
6283.70	1.196e+02
6285.90	1.142e+02
6288.10	9.562e+01
6290.30	1.189e+02
6292.20	1.181e+02
6294.60	1.057e+02
6296.70	1.090e+02
6298.90	1.188e+02
6301.20	1.125e+02
6303.20	1.107e+02
6305.40	9.825e+01
6307.60	1.090e+02
6309.70	1.135e+02
6311.90	1.106e+02
6314.00	1.104e+02
6316.10	1.100e+02
6318.30	1.122e+02
6320.40	1.159e+02
6322.60	1.161e+02
6324.80	1.148e+02
6326.90	1.158e+02
6329.10	1.153e+02
6331.30	1.163e+02
6333.50	1.143e+02
6335.60	1.134e+02
6337.80	1.159e+02
6340.10	1.164e+02
6342.20	1.151e+02
6344.40	1.122e+02
6346.60	1.085e+02
6348.80	1.167e+02
6351.00	1.199e+02
6353.20	1.196e+02
6355.40	1.186e+02
6357.60	1.190e+02
6359.80	1.198e+02
6362.00	1.180e+02
6364.20	1.180e+02
6366.40	1.181e+02
6368.50	1.190e+02
6370.70	1.192e+02
6372.90	1.191e+02
6375.10	1.197e+02
6377.30	1.204e+02
6379.50	1.187e+02
6381.70	1.196e+02
6383.90	1.201e+02
6386.10	1.171e+02
6388.30	1.180e+02
6390.40	1.214e+02
6392.60	1.214e+02
6394.80	1.210e+02
6397.00	1.209e+02
6399.20	1.221e+02
6401.40	1.215e+02
6403.60	1.210e+02
6405.80	1.213e+02
6408.00	1.224e+02
6410.20	1.204e+02
6412.40	1.194e+02
6414.60	1.194e+02
6416.80	1.192e+02
6419.00	1.174e+02
6421.20	1.196e+02
6423.40	1.200e+02
6425.60	1.136e+02
6427.80	1.142e+02
6430.00	1.187e+02
6432.20	1.169e+02
6434.40	1.166e+02
6436.60	1.172e+02
6438.80	1.028e+02
6441.00	1.149e+02
6443.20	1.186e+02
6445.40	1.187e+02
6447.60	1.167e+02
6449.90	1.152e+02
6452.10	1.135e+02
6454.30	1.169e+02
6456.50	1.173e+02
6458.70	1.163e+02
6460.90	1.159e+02
6463.10	1.138e+02
6465.40	1.171e+02
6467.60	1.171e+02
6469.80	1.164e+02
6472.00	1.151e+02
6474.20	1.154e+02
6476.50	1.067e+02
6478.70	9.900e+01
6480.90	1.148e+02
6483.10	1.150e+02
6485.30	1.157e+02
6487.50	1.185e+02
6489.70	1.180e+02
6491.90	1.163e+02
6494.20	1.184e+02
6496.40	1.179e+02
6498.60	1.192e+02
6500.80	1.194e+02
6503.00	1.169e+02
6505.30	1.177e+02
6507.50	1.134e+02
6509.80	8.897e+01
6512.00	1.161e+02
6514.30	1.125e+02
6516.50	1.009e+02
6518.80	1.180e+02
6521.00	1.166e+02
6523.30	1.189e+02
6525.60	1.149e+02
6527.80	1.171e+02
6530.10	1.184e+02
6532.30	1.223e+02
6534.60	1.214e+02
6536.80	1.166e+02
6539.10	1.160e+02
6541.30	9.977e+01
6543.50	9.578e+01
6545.80	1.131e+02
6548.00	1.090e+02
6550.20	1.171e+02
6552.40	1.183e+02
6554.60	1.160e+02
6556.90	9.107e+01
6559.10	1.016e+02
6561.30	1.185e+02
6563.50	1.183e+02
6565.70	1.173e+02
6568.00	1.142e+02
6570.20	1.144e+02
6572.40	1.160e+02
6574.70	1.144e+02
6576.90	1.127e+02
6579.10	1.056e+02
6581.40	1.064e+02
6583.60	1.131e+02
6585.90	1.166e+02
6588.10	1.171e+02
6590.40	1.182e+02
6592.60	1.180e+02
6594.90	1.176e+02
6597.20	1.193e+02
6599.40	1.190e+02
6601.70	1.184e+02
6603.90	1.170e+02
6606.20	1.185e+02
6608.50	1.203e+02
6610.70	1.203e+02
6613.00	1.193e+02
6615.20	1.205e+02
6617.50	1.153e+02
6619.80	1.136e+02
6622.00	1.184e+02
6624.30	1.206e+02
6626.50	1.179e+02
6628.80	1.161e+02
6631.10	1.168e+02
6633.30	1.191e+02
6635.60	1.197e+02
6637.90	1.179e+02
6640.10	1.150e+02
6642.40	1.209e+02
6644.70	1.160e+02
6646.90	1.045e+02
6649.20	1.165e+02
6651.40	1.175e+02
6653.70	1.157e+02
6656.00	1.169e+02
6658.20	1.164e+02
6660.50	1.172e+02
6662.70	1.178e+02
6665.00	1.195e+02
6667.20	1.179e+02
6669.50	1.179e+02
6671.70	1.045e+02
6674.00	1.098e+02
6676.20	1.183e+02
6678.50	1.157e+02
6680.80	1.184e+02
6683.10	1.169e+02
6685.40	1.161e+02
6687.60	1.156e+02
6689.90	1.141e+02
6692.20	1.147e+02
6694.50	1.129e+02
6696.80	1.143e+02
6699.10	1.147e+02
6701.40	1.133e+02
6703.60	1.131e+02
6705.90	1.122e+02
6708.20	1.130e+02
6710.40	1.111e+02
6712.70	1.144e+02
6714.90	1.150e+02
6717.20	1.155e+02
6719.40	1.131e+02
6721.60	1.139e+02
6723.90	1.060e+02
6726.10	1.177e+02
6728.30	1.159e+02
6730.50	1.135e+02
6732.80	1.177e+02
6735.00	1.163e+02
6737.30	1.194e+02
6739.50	1.179e+02
6741.80	1.166e+02
6744.00	1.175e+02
6746.30	1.173e+02
6748.60	1.146e+02
6750.80	1.154e+02
6753.10	1.158e+02
6755.40	1.143e+02
6757.60	1.159e+02
6759.90	1.184e+02
6762.20	1.183e+02
6764.40	1.112e+02
6766.70	1.112e+02
6769.00	1.164e+02
6771.20	1.151e+02
6773.50	1.175e+02
6775.70	1.140e+02
6778.00	1.156e+02
6780.20	1.142e+02
6782.50	1.145e+02
6784.80	1.144e+02
6787.00	1.090e+02
6789.30	1.090e+02
6791.50	1.111e+02
6793.70	1.095e+02
6796.00	1.196e+02
6798.20	1.196e+02
6800.50	1.148e+02
6802.80	1.194e+02
6805.00	1.198e+02
6807.30	1.218e+02
6809.60	1.209e+02
6811.80	1.095e+02
6814.10	1.030e+02
6816.40	9.942e+01
6818.70	8.468e+01
6821.00	8.093e+01
6823.20	8.606e+01
6825.50	8.119e+01
6827.80	8.176e+01
6830.10	8.161e+01
6832.40	7.927e+01
6834.60	7.512e+01
6836.90	7.603e+01
6839.20	7.647e+01
6841.40	7.634e+01
6843.70	7.393e+01
6846.00	7.173e+01
6848.30	7.243e+01
6850.60	7.160e+01
6852.80	7.138e+01
6855.10	7.156e+01
6857.40	7.613e+01
6859.60	6.479e+01
6862.00	6.498e+00
6864.20	1.199e+00
6866.50	7.800e-01
6868.80	9.488e-01
6871.10	6.783e-01
6873.40	7.145e-01
6875.70	9.014e-01
6877.90	9.583e-01
6880.30	7.404e-01
6882.50	5.665e-01
6884.80	6.265e-01
6887.20	7.911e-01
6889.40	5.331e-01
6891.80	6.787e-01
6894.10	7.527e-01
6896.40	6.122e-01
6898.70	8.223e-01
6901.00	4.912e-01
6903.30	9.164e-01
6905.60	9.235e-01
6907.90	8.965e-01
6910.20	7.173e-01
6912.60	5.138e-01
6914.90	6.386e-01
6917.20	8.137e-01
6919.50	6.254e-01
6921.80	6.882e-01
6924.20	6.724e-01
6926.50	7.152e-01
6928.80	6.578e-01
6931.10	6.014e-01
6933.40	8.493e-01
6935.70	6.815e-01
6938.00	4.733e-01
6940.30	7.730e-01
6942.60	9.962e-01
6944.90	5.997e-01
6947.20	7.492e-01
6949.50	4.902e-01
6951.70	7.357e-01
6954.00	9.572e-01
6956.30	7.363e-01
6958.60	6.346e-01
6960.90	8.063e-01
6963.20	8.681e-01
6965.50	5.700e-01
6967.80	6.925e-01
6970.10	7.906e-01
6972.40	5.733e-01
6974.70	7.551e-01
6977.00	5.505e-01
6979.40	8.931e-01
6981.70	8.790e-01
6984.00	8.199e-01
6986.30	9.494e-01
6988.60	6.843e-01
6990.90	6.760e-01
6993.20	5.635e-01
6995.50	7.079e-01
6997.90	6.414e-01
7000.20	7.071e-01
7002.50	7.548e-01
7004.80	8.699e-01
7007.10	8.072e-01
7009.50	6.938e-01
7011.80	6.902e-01
7014.10	8.856e-01
7016.50	7.451e-01
7018.80	1.094e+00
7021.10	2.269e+00
7023.40	4.426e+01
7025.70	7.361e+01
7028.10	6.959e+01
7030.40	6.577e+01
7032.70	6.774e+01
7035.00	7.236e+01
7037.40	7.737e+01
7039.70	7.922e+01
7042.00	8.274e+01
7044.30	8.356e+01
7046.70	8.508e+01
7049.00	8.734e+01
7051.30	8.864e+01
7053.70	8.663e+01
7056.00	8.175e+01
7058.30	8.076e+01
7060.60	7.182e+01
7062.90	7.142e+01
7065.20	7.287e+01
7067.60	7.469e+01
7069.80	7.556e+01
7072.20	7.357e+01
7074.50	9.331e+01
7076.80	9.606e+01
7079.10	9.880e+01
7081.40	9.931e+01
7083.80	9.935e+01
7086.10	1.084e+02
7088.40	1.070e+02
7090.80	1.063e+02
7093.10	1.081e+02
7095.50	1.092e+02
7097.90	1.083e+02
7100.20	1.073e+02
7102.50	1.091e+02
7104.90	1.088e+02
7107.20	1.068e+02
7109.50	1.048e+02
7111.80	1.035e+02
7114.10	1.035e+02
7116.50	1.067e+02
7118.70	1.070e+02
7121.00	1.047e+02
7123.40	1.056e+02
7125.60	1.064e+02
7127.90	1.041e+02
7130.20	1.076e+02
7132.50	1.037e+02
7134.80	1.066e+02
7137.20	1.076e+02
7139.50	1.103e+02
7141.80	1.090e+02
7144.10	1.066e+02
7146.40	1.088e+02
7148.80	1.087e+02
7151.10	1.084e+02
7153.40	1.090e+02
7155.70	1.097e+02
7158.10	1.095e+02
7160.40	1.077e+02
7162.70	1.070e+02
7165.10	1.070e+02
7167.40	1.094e+02
7169.70	1.129e+02
7172.10	1.105e+02
7174.40	1.103e+02
7176.70	1.109e+02
7179.10	1.086e+02
7181.40	1.098e+02
7183.70	1.101e+02
7186.10	1.107e+02
7188.40	1.101e+02
7190.70	1.089e+02
7193.00	1.112e+02
7195.40	1.109e+02
7197.70	1.120e+02
7200.00	1.115e+02
7202.30	1.118e+02
7204.70	1.130e+02
7207.00	1.115e+02
7209.30	1.104e+02
7211.70	1.106e+02
7214.00	1.127e+02
7216.30	1.144e+02
7218.70	1.139e+02
7221.00	1.148e+02
7223.30	1.141e+02
7225.70	1.122e+02
7228.00	1.142e+02
7230.30	1.125e+02
7232.70	1.085e+02
7235.00	1.107e+02
7237.30	1.129e+02
7239.70	1.122e+02
7242.00	1.113e+02
7244.40	1.134e+02
7246.70	1.136e+02
7249.00	1.127e+02
7251.40	1.117e+02
7253.70	1.112e+02
7256.10	1.104e+02
7258.50	1.080e+02
7260.80	1.081e+02
7263.20	1.101e+02
7265.50	1.108e+02
7267.90	1.115e+02
7270.20	1.102e+02
7272.60	1.109e+02
7274.90	1.105e+02
7277.30	1.122e+02
7279.70	1.111e+02
7282.00	1.109e+02
7284.40	1.117e+02
7286.70	1.129e+02
7289.10	1.103e+02
7291.40	1.124e+02
7293.80	1.116e+02
7296.20	1.127e+02
7298.50	1.131e+02
7300.90	1.114e+02
7303.30	1.111e+02
7305.60	1.117e+02
7308.00	1.155e+02
7310.40	1.126e+02
7312.80	1.107e+02
7315.20	1.131e+02
7317.60	1.120e+02
7320.00	1.131e+02
7322.40	1.153e+02
7324.80	1.153e+02
7327.10	1.164e+02
7329.50	1.170e+02
7331.90	1.157e+02
7334.30	1.157e+02
7336.70	1.157e+02
7339.00	1.159e+02
7341.40	1.151e+02
7343.80	1.167e+02
7346.10	1.154e+02
7348.50	1.151e+02
7350.90	1.132e+02
7353.20	1.072e+02
7355.60	1.097e+02
7357.90	1.117e+02
7360.20	1.119e+02
7362.60	1.123e+02
7365.00	1.127e+02
7367.30	1.130e+02
7369.70	1.117e+02
7372.00	1.117e+02
7374.40	1.139e+02
7376.70	1.123e+02
7379.10	1.107e+02
7381.40	1.109e+02
7383.80	1.115e+02
7386.20	1.090e+02
7388.60	1.073e+02
7391.00	1.080e+02
7393.30	1.079e+02
7395.70	1.093e+02
7398.10	1.089e+02
7400.50	1.058e+02
7402.90	1.089e+02
7405.30	1.015e+02
7407.70	1.048e+02
7410.10	1.071e+02
7412.50	1.047e+02
7414.90	1.068e+02
7417.30	1.078e+02
7419.70	1.064e+02
7422.10	1.058e+02
7424.50	1.019e+02
7426.90	1.024e+02
7429.20	1.049e+02
7431.60	1.027e+02
7434.00	1.048e+02
7436.40	1.059e+02
7438.80	1.088e+02
7441.20	1.099e+02
7443.60	1.074e+02
7446.00	1.100e+02
7448.30	1.130e+02
7450.80	1.112e+02
7453.10	1.075e+02
7455.50	1.118e+02
7457.90	1.124e+02
7460.30	1.095e+02
7462.60	1.088e+02
7465.00	1.090e+02
7467.40	1.101e+02
7469.80	1.099e+02
7472.20	1.122e+02
7474.60	1.131e+02
7477.00	1.135e+02
7479.40	1.096e+02
7481.80	1.095e+02
7484.20	1.112e+02
7486.60	1.118e+02
7489.00	1.130e+02
7491.40	1.130e+02
7493.90	1.131e+02
7496.30	1.094e+02
7498.70	1.104e+02
7501.10	1.079e+02
7503.50	1.080e+02
7505.90	1.088e+02
7508.20	1.080e+02
7510.60	1.092e+02
7513.00	1.103e+02
7515.30	1.080e+02
7517.70	1.092e+02
7520.10	1.113e+02
7522.40	1.122e+02
7524.80	1.119e+02
7527.10	1.101e+02
7529.50	1.085e+02
7531.90	1.082e+02
7534.20	1.067e+02
7536.60	1.081e+02
7539.00	1.068e+02
7541.40	1.076e+02
7543.80	1.076e+02
7546.20	1.087e+02
7548.60	1.109e+02
7551.00	1.109e+02
7553.40	1.095e+02
7555.80	1.118e+02
7558.20	1.112e+02
7560.60	1.121e+02
7563.00	1.122e+02
7565.40	1.128e+02
7567.80	1.128e+02
7570.20	1.110e+02
7572.60	1.125e+02
7575.00	1.109e+02
7577.30	1.110e+02
7579.70	1.111e+02
7582.10	1.135e+02
7584.50	1.144e+02
7586.90	1.148e+02
7589.30	1.138e+02
7591.60	1.137e+02
7594.00	1.145e+02
7596.40	1.135e+02
7598.70	1.145e+02
7601.20	1.140e+02
7603.50	1.146e+02
7605.90	1.084e+02
7608.30	1.133e+02
7610.70	1.140e+02
7613.10	1.138e+02
7615.50	1.116e+02
7617.90	1.137e+02
7620.30	1.144e+02
7622.80	1.135e+02
7625.20	1.142e+02
7627.60	1.130e+02
7630.00	1.144e+02
7632.40	1.134e+02
7634.80	1.122e+02
7637.30	1.127e+02
7639.70	1.115e+02
7642.10	1.138e+02
7644.50	1.125e+02
7646.90	1.147e+02
7649.30	1.167e+02
7651.70	1.128e+02
7654.10	1.112e+02
7656.50	1.131e+02
7658.90	1.121e+02
7661.30	1.105e+02
7663.70	1.146e+02
7666.10	1.158e+02
7668.50	1.131e+02
7671.00	1.117e+02
7673.40	1.137e+02
7675.80	1.171e+02
7678.30	1.177e+02
7680.70	1.169e+02
7683.10	1.149e+02
7685.50	1.165e+02
7688.00	1.155e+02
7690.40	1.134e+02
7692.90	1.106e+02
7695.30	1.132e+02
7697.70	1.114e+02
7700.20	1.139e+02
7702.60	1.159e+02
7705.10	1.149e+02
7707.50	1.140e+02
7710.00	1.137e+02
7712.40	1.148e+02
7714.90	1.147e+02
7717.30	1.142e+02
7719.80	1.109e+02
7722.20	1.142e+02
7724.60	1.141e+02
7727.10	1.143e+02
7729.50	1.136e+02
7731.90	1.132e+02
7734.30	1.133e+02
7736.80	1.136e+02
7739.10	1.142e+02
7741.60	1.127e+02
7744.00	1.102e+02
7746.40	1.106e+02
7748.80	1.098e+02
7751.20	1.113e+02
7753.60	1.110e+02
7756.10	1.114e+02
7758.50	1.095e+02
7760.90	1.111e+02
7763.40	1.119e+02
7765.80	1.121e+02
7768.20	1.119e+02
7770.70	1.125e+02
7773.10	1.139e+02
7775.60	1.132e+02
7778.00	1.148e+02
7780.40	1.128e+02
7782.90	1.157e+02
7785.30	1.142e+02
7787.80	1.149e+02
7790.20	1.165e+02
7792.60	1.160e+02
7795.10	1.140e+02
7797.50	1.151e+02
7800.00	1.138e+02
7802.40	1.128e+02
7804.80	1.138e+02
7807.30	1.140e+02
7809.80	1.149e+02
7812.20	1.149e+02
7814.70	1.155e+02
7817.10	1.168e+02
7819.60	1.172e+02
7822.00	1.173e+02
7824.50	1.155e+02
7827.00	1.173e+02
7829.40	1.150e+02
7831.90	1.145e+02
7834.30	1.161e+02
7836.80	1.150e+02
7839.30	1.134e+02
7841.70	1.133e+02
7844.20	1.098e+02
7846.70	1.111e+02
7849.10	1.112e+02
7851.60	1.087e+02
7854.10	1.107e+02
7856.50	1.141e+02
7859.00	1.133e+02
7861.40	1.124e+02
7863.80	1.115e+02
7866.30	1.139e+02
7868.70	1.128e+02
7871.10	1.102e+02
7873.60	1.124e+02
7876.00	1.117e+02
7878.50	1.137e+02
7880.90	1.095e+02
7883.40	1.070e+02
7885.80	1.088e+02
7888.30	1.087e+02
7890.80	1.099e+02
7893.30	1.095e+02
7895.80	1.017e+02
7898.20	1.075e+02
7900.70	1.086e+02
7903.20	1.100e+02
7905.60	1.103e+02
7908.10	1.100e+02
7910.60	1.123e+02
7913.00	1.131e+02
7915.40	1.118e+02
7917.80	1.123e+02
7920.30	1.125e+02
7922.70	1.092e+02
7925.10	1.130e+02
7927.50	1.141e+02
7929.90	1.141e+02
7932.40	1.147e+02
7934.80	1.139e+02
7937.20	1.133e+02
7939.70	1.122e+02
7942.10	1.138e+02
7944.50	1.128e+02
7947.00	1.131e+02
7949.50	1.106e+02
7951.90	1.092e+02
7954.40	1.118e+02
7956.90	1.133e+02
7959.30	1.124e+02
7961.80	1.150e+02
7964.30	1.163e+02
7966.70	1.159e+02
7969.20	1.149e+02
7971.70	1.141e+02
7974.10	1.138e+02
7976.60	1.140e+02
7979.10	1.153e+02
7981.50	1.167e+02
7984.00	1.173e+02
7986.40	1.150e+02
7988.90	1.150e+02
7991.30	1.134e+02
7993.80	1.127e+02
7996.20	1.115e+02
7998.60	1.129e+02
8001.10	1.149e+02
8003.50	1.151e+02
8006.00	1.136e+02
8008.50	1.136e+02
8010.90	1.133e+02
8013.40	1.115e+02
8015.80	1.110e+02
8018.30	1.108e+02
8020.70	1.074e+02
8023.20	1.090e+02
8025.70	1.083e+02
8028.20	1.105e+02
8030.60	1.087e+02
8033.10	1.081e+02
8035.60	1.081e+02
8038.10	1.077e+02
8040.50	1.061e+02
8043.00	1.079e+02
8045.50	1.089e+02
8048.00	1.091e+02
8050.40	1.089e+02
8052.90	1.082e+02
8055.40	1.097e+02
8057.90	1.085e+02
8060.40	1.099e+02
8062.80	1.078e+02
8065.30	1.094e+02
8067.80	1.114e+02
8070.30	1.112e+02
8072.70	1.080e+02
8075.20	1.100e+02
8077.70	1.092e+02
8080.10	1.107e+02
8082.60	1.096e+02
8085.10	1.091e+02
8087.60	1.083e+02
8090.10	1.085e+02
8092.60	1.084e+02
8095.10	1.079e+02
8097.60	1.079e+02
8100.10	1.058e+02
8102.60	1.071e+02
8105.20	1.081e+02
8107.70	1.045e+02
8110.20	1.069e+02
8112.70	1.072e+02
8115.20	1.079e+02
8117.80	1.075e+02
8120.30	1.100e+02
8122.80	1.102e+02
8125.30	1.100e+02
8127.80	1.087e+02
8130.30	1.074e+02
8132.80	1.088e+02
8135.20	1.097e+02
8137.70	1.094e+02
8140.20	1.084e+02
8142.70	1.087e+02
8145.20	1.085e+02
8147.60	1.078e+02
8150.10	1.072e+02
8152.60	1.086e+02
8155.10	1.098e+02
8157.60	1.122e+02
8160.10	1.129e+02
8162.60	1.116e+02
8165.00	1.083e+02
8167.50	1.108e+02
8170.10	1.121e+02
8172.50	1.124e+02
8175.00	1.109e+02
8177.60	1.121e+02
8180.00	1.099e+02
8182.60	1.114e+02
8185.10	1.103e+02
8187.60	1.134e+02
8190.10	1.141e+02
8192.70	1.126e+02
8195.20	1.109e+02
8197.70	1.105e+02
8200.20	1.094e+02
8202.70	1.082e+02
8205.30	1.087e+02
8207.80	1.081e+02
8210.30	1.083e+02
8212.80	1.081e+02
8215.30	1.077e+02
8217.80	1.074e+02
8220.30	1.080e+02
8222.80	1.088e+02
8225.30	1.085e+02
8227.80	1.082e+02
8230.30	1.058e+02
8232.80	1.090e+02
8235.30	1.101e+02
8237.90	1.128e+02
8240.40	1.114e+02
8242.90	1.086e+02
8245.50	1.110e+02
8248.00	1.113e+02
8250.50	1.119e+02
8253.00	1.087e+02
8255.60	1.087e+02
8258.10	1.102e+02
8260.60	1.115e+02
8263.10	1.085e+02
8265.60	1.098e+02
8268.10	1.093e+02
8270.60	1.104e+02
8273.10	1.109e+02
8275.60	1.108e+02
8278.20	1.099e+02
8280.70	1.102e+02
8283.20	1.115e+02
8285.80	1.124e+02
8288.30	1.120e+02
8290.80	1.124e+02
8293.40	1.134e+02
8295.90	1.141e+02
8298.40	1.137e+02
8300.90	1.142e+02
8303.50	1.115e+02
8305.90	1.139e+02
8308.40	1.132e+02
8311.00	1.132e+02
8313.40	1.132e+02
8315.90	1.121e+02
8318.40	1.099e+02
8320.90	1.102e+02
8323.40	1.114e+02
8325.90	1.110e+02
8328.40	1.120e+02
8330.90	1.138e+02
8333.40	1.130e+02
8335.90	1.118e+02
8338.40	1.121e+02
8340.90	1.109e+02
8343.50	1.108e+02
8346.00	1.097e+02
8348.50	1.102e+02
8351.00	1.099e+02
8353.50	1.089e+02
8356.10	1.100e+02
8358.60	1.101e+02
8361.10	1.109e+02
8363.60	1.115e+02
8366.10	1.109e+02
8368.60	1.147e+02
8371.10	1.114e+02
8373.70	1.136e+02
8376.20	1.099e+02
8378.70	1.119e+02
8381.20	1.135e+02
8383.70	1.126e+02
8386.20	1.144e+02
8388.70	1.144e+02
8391.20	1.116e+02
8393.70	1.112e+02
8396.30	1.110e+02
8398.80	1.110e+02
8401.30	1.121e+02
8403.80	1.106e+02
8406.30	1.091e+02
8408.80	1.093e+02
8411.40	1.104e+02
8413.90	1.109e+02
8416.40	1.112e+02
8418.90	1.118e+02
8421.50	1.124e+02
8424.00	1.106e+02
8426.50	1.126e+02
8429.10	1.131e+02
8431.60	1.123e+02
8434.10	1.110e+02
8436.70	1.126e+02
8439.20	1.105e+02
8441.70	1.100e+02
8444.20	1.090e+02
8446.80	1.093e+02
8449.30	1.115e+02
8451.80	1.094e+02
8454.40	1.098e+02
8457.00	1.121e+02
8459.50	1.121e+02
8462.10	1.121e+02
8464.60	1.129e+02
8467.20	1.133e+02
8469.70	1.147e+02
8472.30	1.146e+02
8474.80	1.144e+02
8477.40	1.121e+02
8480.00	1.111e+02
8482.50	1.106e+02
8485.00	1.113e+02
8487.60	1.116e+02
8490.20	1.125e+02
8492.70	1.090e+02
8495.30	1.094e+02
8497.90	1.089e+02
8500.40	1.062e+02
8503.00	1.077e+02
8505.60	1.069e+02
8508.20	1.077e+02
8510.70	1.083e+02
8513.30	1.112e+02
8515.90	1.110e+02
8518.50	1.106e+02
8521.10	1.099e+02
8523.60	1.093e+02
8526.20	1.112e+02
8528.80	1.107e+02
8531.30	1.111e+02
8533.90	1.104e+02
8536.40	1.089e+02
8539.00	1.100e+02
8541.50	1.094e+02
8544.00	1.080e+02
8546.60	1.063e+02
8549.10	1.073e+02
8551.70	1.083e+02
8554.20	1.086e+02
8556.80	1.055e+02
8559.30	1.063e+02
8561.90	1.066e+02
8564.40	1.074e+02
8567.00	1.069e+02
8569.50	1.078e+02
8572.10	1.083e+02
8574.60	1.096e+02
8577.20	1.101e+02
8579.80	1.101e+02
8582.30	1.097e+02
8584.90	1.078e+02
8587.50	1.086e+02
8590.10	1.078e+02
8592.60	1.060e+02
8595.20	1.080e+02
8597.80	1.048e+02
8600.40	1.086e+02
8603.00	1.101e+02
8605.60	1.093e+02
8608.20	1.091e+02
8610.70	1.070e+02
8613.30	1.081e+02
8615.90	1.111e+02
8618.50	1.103e+02
8621.10	1.119e+02
8623.60	1.112e+02
8626.20	1.123e+02
8628.80	1.137e+02
8631.40	1.133e+02
8633.90	1.115e+02
8636.50	1.103e+02
8639.10	1.114e+02
8641.70	1.101e+02
8644.20	1.110e+02
8646.80	1.121e+02
8649.40	1.117e+02
8652.00	1.142e+02
8654.60	1.142e+02
8657.20	1.153e+02
8659.70	1.160e+02
8662.30	1.159e+02
8664.90	1.164e+02
8667.40	1.170e+02
8670.00	1.186e+02
8672.60	1.171e+02
8675.20	1.153e+02
8677.70	1.153e+02
8680.30	1.153e+02
8682.90	1.152e+02
8685.50	1.151e+02
8688.10	1.149e+02
8690.70	1.128e+02
8693.30	1.114e+02
8695.90	1.105e+02
8698.50	1.128e+02
8701.00	1.117e+02
8703.60	1.119e+02
8706.20	1.097e+02
8708.70	1.102e+02
8711.30	1.107e+02
8713.80	1.107e+02
8716.30	1.108e+02
8718.90	1.122e+02
8721.40	1.138e+02
8724.00	1.138e+02
8726.50	1.140e+02
8729.10	1.141e+02
8731.60	1.122e+02
8734.20	1.143e+02
8736.80	1.129e+02
8739.40	1.122e+02
8742.00	1.113e+02
8744.60	1.125e+02
8747.10	1.095e+02
8749.70	1.101e+02
8752.30	1.105e+02
8754.90	1.096e+02
8757.50	1.126e+02
8760.10	1.118e+02
8762.70	1.105e+02
8765.20	1.136e+02
8767.80	1.138e+02
8770.40	1.146e+02
8772.90	1.134e+02
8775.50	1.126e+02
8778.00	1.074e+02
8780.60	1.099e+02
8783.20	1.083e+02
8785.80	1.077e+02
8788.30	1.083e+02
8790.90	1.103e+02
8793.50	1.102e+02
8796.10	1.090e+02
8798.60	1.110e+02
8801.20	1.105e+02
8803.80	1.113e+02
8806.40	1.137e+02
8809.00	1.136e+02
8811.60	1.146e+02
8814.20	1.143e+02
8816.80	1.163e+02
8819.40	1.142e+02
8822.00	1.145e+02
8824.60	1.145e+02
8827.20	1.146e+02
8829.80	1.152e+02
8832.40	1.128e+02
8834.90	1.138e+02
8837.60	1.155e+02
8840.10	1.164e+02
8842.70	1.165e+02
8845.30	1.126e+02
8847.90	1.123e+02
8850.50	1.148e+02
8853.10	1.129e+02
8855.70	1.121e+02
8858.30	1.115e+02
8860.90	1.093e+02
8863.50	1.116e+02
8866.10	1.130e+02
8868.70	1.123e+02
8871.30	1.126e+02
8874.00	1.114e+02
8876.60	1.115e+02
8879.20	1.127e+02
8881.80	1.119e+02
8884.50	1.092e+02
8887.10	1.077e+02
8889.70	1.083e+02
8892.40	1.094e+02
8895.00	1.100e+02
8897.60	1.101e+02
8900.30	1.094e+02
8902.90	1.081e+02
8905.50	1.088e+02
8908.10	1.096e+02
8910.80	1.099e+02
8913.40	1.105e+02
8916.00	1.089e+02
8918.70	1.090e+02
8921.30	1.085e+02
8923.90	1.107e+02
8926.50	1.102e+02
8929.10	1.115e+02
8931.70	1.119e+02
